<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
US2.AAPL,0,12/12/16,09:30:38,113.130000000,100
US2.AAPL,0,12/12/16,09:30:38,113.130000000,100
US2.AAPL,0,12/12/16,09:30:38,113.130000000,100
US2.AAPL,0,12/12/16,09:30:40,113.110000000,200
US2.AAPL,0,12/12/16,09:30:40,113.110000000,100
US2.AAPL,0,12/12/16,09:30:40,113.110000000,200
US2.AAPL,0,12/12/16,09:30:41,113.110000000,200
US2.AAPL,0,12/12/16,09:30:41,113.110000000,111
US2.AAPL,0,12/12/16,09:30:42,113.110000000,200
US2.AAPL,0,12/12/16,09:30:42,113.100000000,100
US2.AAPL,0,12/12/16,09:30:43,113.100000000,200
US2.AAPL,0,12/12/16,09:30:44,113.090000000,100
US2.AAPL,0,12/12/16,09:30:44,113.090000000,100
US2.AAPL,0,12/12/16,09:30:45,113.070000000,100
US2.AAPL,0,12/12/16,09:30:46,113.070000000,100
US2.AAPL,0,12/12/16,09:30:46,113.070000000,100
US2.AAPL,0,12/12/16,09:30:46,113.070000000,100
US2.AAPL,0,12/12/16,09:30:46,113.070000000,100
US2.AAPL,0,12/12/16,09:30:50,113.070000000,100
US2.AAPL,0,12/12/16,09:30:54,113.060000000,200
US2.AAPL,0,12/12/16,09:30:54,113.060000000,100
US2.AAPL,0,12/12/16,09:30:56,113.070000000,100
US2.AAPL,0,12/12/16,09:31:00,113.050000000,100
US2.AAPL,0,12/12/16,09:31:00,113.050000000,146
US2.AAPL,0,12/12/16,09:31:00,113.050000000,100
US2.AAPL,0,12/12/16,09:31:00,113.050000000,200
US2.AAPL,0,12/12/16,09:31:00,113.060000000,100
US2.AAPL,0,12/12/16,09:31:00,113.050000000,100
US2.AAPL,0,12/12/16,09:31:02,113.050000000,100
US2.AAPL,0,12/12/16,09:31:02,113.040000000,100
US2.AAPL,0,12/12/16,09:31:02,113.030000000,100
US2.AAPL,0,12/12/16,09:31:03,113.050000000,100
US2.AAPL,0,12/12/16,09:31:03,113.050000000,100
US2.AAPL,0,12/12/16,09:31:04,113.060000000,300
US2.AAPL,0,12/12/16,09:31:04,113.060000000,100
US2.AAPL,0,12/12/16,09:31:04,113.080000000,100
US2.AAPL,0,12/12/16,09:31:04,113.070000000,100
US2.AAPL,0,12/12/16,09:31:04,113.070000000,100
US2.AAPL,0,12/12/16,09:31:05,113.060000000,100
US2.AAPL,0,12/12/16,09:31:05,113.060000000,200
US2.AAPL,0,12/12/16,09:31:05,113.060000000,100
US2.AAPL,0,12/12/16,09:31:06,113.060000000,100
US2.AAPL,0,12/12/16,09:31:08,113.060000000,100
US2.AAPL,0,12/12/16,09:31:10,113.060000000,100
US2.AAPL,0,12/12/16,09:31:12,113.050000000,100
US2.AAPL,0,12/12/16,09:31:13,113.050000000,100
US2.AAPL,0,12/12/16,09:31:13,113.050000000,300
US2.AAPL,0,12/12/16,09:31:13,113.050000000,200
US2.AAPL,0,12/12/16,09:31:13,113.050000000,100
US2.AAPL,0,12/12/16,09:31:15,113.030000000,200
US2.AAPL,0,12/12/16,09:31:15,113.030000000,100
US2.AAPL,0,12/12/16,09:31:15,113.030000000,100
US2.AAPL,0,12/12/16,09:31:17,113.050000000,100
US2.AAPL,0,12/12/16,09:31:17,113.060000000,300
US2.AAPL,0,12/12/16,09:31:17,113.060000000,100
US2.AAPL,0,12/12/16,09:31:19,113.030000000,100
US2.AAPL,0,12/12/16,09:31:21,113.050000000,192
US2.AAPL,0,12/12/16,09:31:21,113.070000000,100
US2.AAPL,0,12/12/16,09:31:21,113.070000000,100
US2.AAPL,0,12/12/16,09:31:23,113.030000000,100
US2.AAPL,0,12/12/16,09:31:23,113.050000000,100
US2.AAPL,0,12/12/16,09:31:23,113.050000000,100
US2.AAPL,0,12/12/16,09:31:25,113.030000000,370
US2.AAPL,0,12/12/16,09:31:29,113.040000000,100
US2.AAPL,0,12/12/16,09:31:29,113.050000000,100
US2.AAPL,0,12/12/16,09:31:32,113.050000000,100
US2.AAPL,0,12/12/16,09:31:32,113.050000000,100
US2.AAPL,0,12/12/16,09:31:32,113.050000000,100
US2.AAPL,0,12/12/16,09:31:32,113.050000000,100
US2.AAPL,0,12/12/16,09:31:36,113.060000000,100
US2.AAPL,0,12/12/16,09:31:36,113.060000000,100
US2.AAPL,0,12/12/16,09:31:36,113.060000000,100
US2.AAPL,0,12/12/16,09:31:37,113.060000000,100
US2.AAPL,0,12/12/16,09:31:38,113.050000000,100
US2.AAPL,0,12/12/16,09:31:38,113.050000000,100
US2.AAPL,0,12/12/16,09:31:39,113.050000000,100
US2.AAPL,0,12/12/16,09:31:40,113.070000000,100
US2.AAPL,0,12/12/16,09:31:40,113.050000000,200
US2.AAPL,0,12/12/16,09:31:40,113.060000000,200
US2.AAPL,0,12/12/16,09:31:43,113.070000000,100
US2.AAPL,0,12/12/16,09:31:46,113.060000000,100
US2.AAPL,0,12/12/16,09:31:47,113.070000000,100
US2.AAPL,0,12/12/16,09:31:48,113.070000000,100
US2.AAPL,0,12/12/16,09:31:48,113.070000000,100
US2.AAPL,0,12/12/16,09:31:50,113.070000000,300
US2.AAPL,0,12/12/16,09:31:50,113.070000000,100
US2.AAPL,0,12/12/16,09:31:50,113.070000000,200
US2.AAPL,0,12/12/16,09:31:52,113.070000000,200
US2.AAPL,0,12/12/16,09:31:52,113.070000000,200
US2.AAPL,0,12/12/16,09:31:53,113.090000000,100
US2.AAPL,0,12/12/16,09:31:54,113.120000000,100
US2.AAPL,0,12/12/16,09:31:54,113.130000000,100
US2.AAPL,0,12/12/16,09:31:58,113.230000000,100
US2.AAPL,0,12/12/16,09:31:58,113.240000000,125
US2.AAPL,0,12/12/16,09:31:58,113.240000000,100
US2.AAPL,0,12/12/16,09:32:00,113.230000000,295
US2.AAPL,0,12/12/16,09:32:00,113.230000000,100
US2.AAPL,0,12/12/16,09:32:01,113.210000000,100
US2.AAPL,0,12/12/16,09:32:01,113.200000000,100
US2.AAPL,0,12/12/16,09:32:04,113.190000000,100
US2.AAPL,0,12/12/16,09:32:04,113.190000000,100
US2.AAPL,0,12/12/16,09:32:06,113.180000000,194
US2.AAPL,0,12/12/16,09:32:07,113.190000000,100
US2.AAPL,0,12/12/16,09:32:07,113.190000000,100
US2.AAPL,0,12/12/16,09:32:11,113.180000000,300
US2.AAPL,0,12/12/16,09:32:11,113.180000000,100
US2.AAPL,0,12/12/16,09:32:11,113.180000000,100
US2.AAPL,0,12/12/16,09:32:11,113.180000000,100
US2.AAPL,0,12/12/16,09:32:11,113.180000000,100
US2.AAPL,0,12/12/16,09:32:13,113.180000000,200
US2.AAPL,0,12/12/16,09:32:13,113.170000000,100
US2.AAPL,0,12/12/16,09:32:13,113.170000000,200
US2.AAPL,0,12/12/16,09:32:15,113.150000000,200
US2.AAPL,0,12/12/16,09:32:15,113.150000000,100
US2.AAPL,0,12/12/16,09:32:17,113.140000000,200
US2.AAPL,0,12/12/16,09:32:17,113.140000000,100
US2.AAPL,0,12/12/16,09:32:18,113.140000000,100
US2.AAPL,0,12/12/16,09:32:19,113.120000000,200
US2.AAPL,0,12/12/16,09:32:21,113.130000000,300
US2.AAPL,0,12/12/16,09:32:21,113.130000000,100
US2.AAPL,0,12/12/16,09:32:21,113.130000000,100
US2.AAPL,0,12/12/16,09:32:22,113.130000000,200
US2.AAPL,0,12/12/16,09:32:22,113.130000000,100
US2.AAPL,0,12/12/16,09:32:24,113.140000000,100
US2.AAPL,0,12/12/16,09:32:25,113.160000000,100
US2.AAPL,0,12/12/16,09:32:26,113.150000000,100
US2.AAPL,0,12/12/16,09:32:26,113.150000000,100
US2.AAPL,0,12/12/16,09:32:26,113.140000000,100
US2.AAPL,0,12/12/16,09:32:26,113.140000000,100
US2.AAPL,0,12/12/16,09:32:26,113.140000000,100
US2.AAPL,0,12/12/16,09:32:34,113.120000000,100
US2.AAPL,0,12/12/16,09:32:34,113.120000000,100
US2.AAPL,0,12/12/16,09:32:36,113.120000000,200
US2.AAPL,0,12/12/16,09:32:39,113.100000000,100
US2.AAPL,0,12/12/16,09:32:39,113.100000000,100
US2.AAPL,0,12/12/16,09:32:39,113.100000000,200
US2.AAPL,0,12/12/16,09:32:39,113.100000000,100
US2.AAPL,0,12/12/16,09:32:39,113.100000000,100
US2.AAPL,0,12/12/16,09:32:39,113.100000000,100
US2.AAPL,0,12/12/16,09:32:41,113.110000000,100
US2.AAPL,0,12/12/16,09:32:41,113.110000000,100
US2.AAPL,0,12/12/16,09:32:41,113.110000000,200
US2.AAPL,0,12/12/16,09:32:43,113.110000000,100
US2.AAPL,0,12/12/16,09:32:43,113.110000000,200
US2.AAPL,0,12/12/16,09:32:43,113.110000000,100
US2.AAPL,0,12/12/16,09:32:43,113.110000000,100
US2.AAPL,0,12/12/16,09:32:43,113.130000000,100
US2.AAPL,0,12/12/16,09:32:44,113.130000000,100
US2.AAPL,0,12/12/16,09:32:47,113.130000000,100
US2.AAPL,0,12/12/16,09:32:49,113.100000000,100
US2.AAPL,0,12/12/16,09:32:53,113.120000000,100
US2.AAPL,0,12/12/16,09:32:53,113.120000000,300
US2.AAPL,0,12/12/16,09:32:55,113.130000000,100
US2.AAPL,0,12/12/16,09:32:56,113.140000000,500
US2.AAPL,0,12/12/16,09:32:56,113.140000000,100
US2.AAPL,0,12/12/16,09:32:56,113.150000000,100
US2.AAPL,0,12/12/16,09:32:56,113.150000000,100
US2.AAPL,0,12/12/16,09:32:56,113.150000000,100
US2.AAPL,0,12/12/16,09:32:56,113.140000000,100
US2.AAPL,0,12/12/16,09:32:56,113.140000000,100
US2.AAPL,0,12/12/16,09:32:56,113.140000000,100
US2.AAPL,0,12/12/16,09:32:56,113.140000000,100
US2.AAPL,0,12/12/16,09:32:56,113.140000000,100
US2.AAPL,0,12/12/16,09:32:57,113.130000000,200
US2.AAPL,0,12/12/16,09:32:57,113.110000000,100
US2.AAPL,0,12/12/16,09:32:58,113.120000000,100
US2.AAPL,0,12/12/16,09:32:58,113.130000000,100
US2.AAPL,0,12/12/16,09:32:59,113.120000000,100
US2.AAPL,0,12/12/16,09:33:02,113.110000000,200
US2.AAPL,0,12/12/16,09:33:02,113.100000000,100
US2.AAPL,0,12/12/16,09:33:02,113.080000000,100
US2.AAPL,0,12/12/16,09:33:02,113.080000000,100
US2.AAPL,0,12/12/16,09:33:02,113.080000000,100
US2.AAPL,0,12/12/16,09:33:02,113.080000000,200
US2.AAPL,0,12/12/16,09:33:02,113.080000000,200
US2.AAPL,0,12/12/16,09:33:05,113.080000000,100
US2.AAPL,0,12/12/16,09:33:05,113.080000000,100
US2.AAPL,0,12/12/16,09:33:05,113.080000000,200
US2.AAPL,0,12/12/16,09:33:08,113.080000000,200
US2.AAPL,0,12/12/16,09:33:08,113.080000000,100
US2.AAPL,0,12/12/16,09:33:08,113.080000000,100
US2.AAPL,0,12/12/16,09:33:12,113.070000000,200
US2.AAPL,0,12/12/16,09:33:12,113.070000000,100
US2.AAPL,0,12/12/16,09:33:12,113.070000000,100
US2.AAPL,0,12/12/16,09:33:15,113.070000000,100
US2.AAPL,0,12/12/16,09:33:15,113.070000000,100
US2.AAPL,0,12/12/16,09:33:15,113.070000000,100
US2.AAPL,0,12/12/16,09:33:15,113.070000000,200
US2.AAPL,0,12/12/16,09:33:15,113.080000000,100
US2.AAPL,0,12/12/16,09:33:15,113.090000000,300
US2.AAPL,0,12/12/16,09:33:15,113.090000000,100
US2.AAPL,0,12/12/16,09:33:16,113.090000000,100
US2.AAPL,0,12/12/16,09:33:16,113.080000000,100
US2.AAPL,0,12/12/16,09:33:16,113.090000000,200
US2.AAPL,0,12/12/16,09:33:19,113.060000000,100
US2.AAPL,0,12/12/16,09:33:19,113.060000000,100
US2.AAPL,0,12/12/16,09:33:24,113.060000000,100
US2.AAPL,0,12/12/16,09:33:25,113.050000000,100
US2.AAPL,0,12/12/16,09:33:25,113.050000000,100
US2.AAPL,0,12/12/16,09:33:25,113.050000000,200
US2.AAPL,0,12/12/16,09:33:29,113.050000000,135
US2.AAPL,0,12/12/16,09:33:33,113.050000000,200
US2.AAPL,0,12/12/16,09:33:33,113.050000000,125
US2.AAPL,0,12/12/16,09:33:34,113.050000000,275
US2.AAPL,0,12/12/16,09:33:34,113.060000000,100
US2.AAPL,0,12/12/16,09:33:34,113.050000000,200
US2.AAPL,0,12/12/16,09:33:34,113.050000000,100
US2.AAPL,0,12/12/16,09:33:35,113.040000000,661
US2.AAPL,0,12/12/16,09:33:35,113.040000000,541
US2.AAPL,0,12/12/16,09:33:35,113.040000000,1400
US2.AAPL,0,12/12/16,09:33:35,113.040000000,2398
US2.AAPL,0,12/12/16,09:33:35,113.040000000,100
US2.AAPL,0,12/12/16,09:33:35,113.040000000,300
US2.AAPL,0,12/12/16,09:33:36,113.020000000,200
US2.AAPL,0,12/12/16,09:33:36,113.020000000,100
US2.AAPL,0,12/12/16,09:33:36,113.020000000,200
US2.AAPL,0,12/12/16,09:33:37,113.030000000,100
US2.AAPL,0,12/12/16,09:33:37,113.030000000,100
US2.AAPL,0,12/12/16,09:33:38,113.030000000,100
US2.AAPL,0,12/12/16,09:33:39,113.010000000,100
US2.AAPL,0,12/12/16,09:33:39,113.010000000,200
US2.AAPL,0,12/12/16,09:33:39,113.000000000,100
US2.AAPL,0,12/12/16,09:33:39,113.000000000,400
US2.AAPL,0,12/12/16,09:33:39,113.000000000,300
US2.AAPL,0,12/12/16,09:33:39,113.000000000,100
US2.AAPL,0,12/12/16,09:33:39,113.000000000,113
US2.AAPL,0,12/12/16,09:33:39,113.000000000,100
US2.AAPL,0,12/12/16,09:33:39,112.990000000,100
US2.AAPL,0,12/12/16,09:33:39,112.990000000,100
US2.AAPL,0,12/12/16,09:33:40,112.970000000,100
US2.AAPL,0,12/12/16,09:33:40,112.970000000,100
US2.AAPL,0,12/12/16,09:33:40,112.980000000,200
US2.AAPL,0,12/12/16,09:33:40,112.980000000,200
US2.AAPL,0,12/12/16,09:33:40,112.980000000,100
US2.AAPL,0,12/12/16,09:33:40,112.980000000,100
US2.AAPL,0,12/12/16,09:33:40,112.970000000,100
US2.AAPL,0,12/12/16,09:33:40,112.980000000,100
US2.AAPL,0,12/12/16,09:33:40,112.980000000,100
US2.AAPL,0,12/12/16,09:33:40,112.980000000,100
US2.AAPL,0,12/12/16,09:33:41,112.960000000,100
US2.AAPL,0,12/12/16,09:33:42,112.960000000,300
US2.AAPL,0,12/12/16,09:33:42,112.960000000,207
US2.AAPL,0,12/12/16,09:33:42,112.960000000,100
US2.AAPL,0,12/12/16,09:33:42,112.960000000,100
US2.AAPL,0,12/12/16,09:33:44,112.950000000,100
US2.AAPL,0,12/12/16,09:33:44,112.950000000,100
US2.AAPL,0,12/12/16,09:33:45,112.950000000,100
US2.AAPL,0,12/12/16,09:33:45,112.950000000,100
US2.AAPL,0,12/12/16,09:33:45,112.950000000,100
US2.AAPL,0,12/12/16,09:33:45,112.950000000,100
US2.AAPL,0,12/12/16,09:33:45,112.950000000,100
US2.AAPL,0,12/12/16,09:33:45,112.950000000,300
US2.AAPL,0,12/12/16,09:33:48,112.960000000,100
US2.AAPL,0,12/12/16,09:33:48,112.960000000,200
US2.AAPL,0,12/12/16,09:33:48,112.960000000,100
US2.AAPL,0,12/12/16,09:33:48,112.960000000,100
US2.AAPL,0,12/12/16,09:33:48,112.960000000,100
US2.AAPL,0,12/12/16,09:33:50,112.960000000,100
US2.AAPL,0,12/12/16,09:33:50,112.960000000,100
US2.AAPL,0,12/12/16,09:33:54,112.960000000,100
US2.AAPL,0,12/12/16,09:33:54,112.960000000,100
US2.AAPL,0,12/12/16,09:33:54,112.960000000,100
US2.AAPL,0,12/12/16,09:33:54,112.960000000,100
US2.AAPL,0,12/12/16,09:33:59,112.960000000,100
US2.AAPL,0,12/12/16,09:33:59,112.960000000,100
US2.AAPL,0,12/12/16,09:33:59,112.960000000,181
US2.AAPL,0,12/12/16,09:33:59,112.960000000,100
US2.AAPL,0,12/12/16,09:33:59,112.960000000,200
US2.AAPL,0,12/12/16,09:33:59,112.960000000,200
US2.AAPL,0,12/12/16,09:34:00,112.960000000,200
US2.AAPL,0,12/12/16,09:34:00,112.960000000,125
US2.AAPL,0,12/12/16,09:34:00,112.960000000,125
US2.AAPL,0,12/12/16,09:34:00,112.960000000,300
US2.AAPL,0,12/12/16,09:34:01,112.940000000,100
US2.AAPL,0,12/12/16,09:34:01,112.940000000,100
US2.AAPL,0,12/12/16,09:34:01,112.940000000,100
US2.AAPL,0,12/12/16,09:34:01,112.940000000,100
US2.AAPL,0,12/12/16,09:34:03,112.940000000,100
US2.AAPL,0,12/12/16,09:34:04,112.940000000,300
US2.AAPL,0,12/12/16,09:34:04,112.940000000,200
US2.AAPL,0,12/12/16,09:34:04,112.940000000,100
US2.AAPL,0,12/12/16,09:34:04,112.940000000,200
US2.AAPL,0,12/12/16,09:34:04,112.940000000,100
US2.AAPL,0,12/12/16,09:34:04,112.940000000,600
US2.AAPL,0,12/12/16,09:34:05,112.930000000,200
US2.AAPL,0,12/12/16,09:34:05,112.920000000,100
US2.AAPL,0,12/12/16,09:34:05,112.910000000,100
US2.AAPL,0,12/12/16,09:34:06,112.900000000,200
US2.AAPL,0,12/12/16,09:34:06,112.900000000,100
US2.AAPL,0,12/12/16,09:34:06,112.910000000,100
US2.AAPL,0,12/12/16,09:34:11,112.890000000,100
US2.AAPL,0,12/12/16,09:34:11,112.900000000,300
US2.AAPL,0,12/12/16,09:34:11,112.900000000,200
US2.AAPL,0,12/12/16,09:34:11,112.900000000,100
US2.AAPL,0,12/12/16,09:34:11,112.900000000,200
US2.AAPL,0,12/12/16,09:34:13,112.900000000,100
US2.AAPL,0,12/12/16,09:34:14,112.900000000,100
US2.AAPL,0,12/12/16,09:34:15,112.900000000,100
US2.AAPL,0,12/12/16,09:34:17,112.910000000,122
US2.AAPL,0,12/12/16,09:34:18,112.950000000,100
US2.AAPL,0,12/12/16,09:34:18,112.950000000,100
US2.AAPL,0,12/12/16,09:34:20,112.960000000,100
US2.AAPL,0,12/12/16,09:34:21,112.960000000,100
US2.AAPL,0,12/12/16,09:34:22,112.960000000,100
US2.AAPL,0,12/12/16,09:34:22,112.960000000,100
US2.AAPL,0,12/12/16,09:34:25,112.960000000,200
US2.AAPL,0,12/12/16,09:34:26,112.940000000,200
US2.AAPL,0,12/12/16,09:34:26,112.940000000,100
US2.AAPL,0,12/12/16,09:34:26,112.940000000,293
US2.AAPL,0,12/12/16,09:34:26,112.940000000,107
US2.AAPL,0,12/12/16,09:34:26,112.940000000,100
US2.AAPL,0,12/12/16,09:34:26,112.940000000,100
US2.AAPL,0,12/12/16,09:34:27,112.940000000,100
US2.AAPL,0,12/12/16,09:34:27,112.950000000,100
US2.AAPL,0,12/12/16,09:34:30,112.990000000,100
US2.AAPL,0,12/12/16,09:34:30,112.990000000,100
US2.AAPL,0,12/12/16,09:34:31,112.980000000,100
US2.AAPL,0,12/12/16,09:34:31,112.980000000,200
US2.AAPL,0,12/12/16,09:34:31,112.980000000,100
US2.AAPL,0,12/12/16,09:34:32,112.990000000,100
US2.AAPL,0,12/12/16,09:34:33,112.980000000,100
US2.AAPL,0,12/12/16,09:34:34,112.975000000,100
US2.AAPL,0,12/12/16,09:34:36,113.000000000,195
US2.AAPL,0,12/12/16,09:34:36,113.000000000,173
US2.AAPL,0,12/12/16,09:34:36,113.020000000,100
US2.AAPL,0,12/12/16,09:34:36,113.040000000,100
US2.AAPL,0,12/12/16,09:34:36,113.050000000,100
US2.AAPL,0,12/12/16,09:34:37,113.050000000,100
US2.AAPL,0,12/12/16,09:34:38,113.030000000,100
US2.AAPL,0,12/12/16,09:34:41,113.050000000,100
US2.AAPL,0,12/12/16,09:34:43,113.040000000,100
US2.AAPL,0,12/12/16,09:34:44,113.050000000,100
US2.AAPL,0,12/12/16,09:34:44,113.050000000,100
US2.AAPL,0,12/12/16,09:34:46,113.050000000,100
US2.AAPL,0,12/12/16,09:34:46,113.050000000,200
US2.AAPL,0,12/12/16,09:34:46,113.050000000,100
US2.AAPL,0,12/12/16,09:34:46,113.040000000,100
US2.AAPL,0,12/12/16,09:34:46,113.040000000,100
US2.AAPL,0,12/12/16,09:34:48,113.060000000,100
US2.AAPL,0,12/12/16,09:34:49,113.060000000,100
US2.AAPL,0,12/12/16,09:34:50,113.060000000,100
US2.AAPL,0,12/12/16,09:34:52,113.040000000,100
US2.AAPL,0,12/12/16,09:34:52,113.030000000,200
US2.AAPL,0,12/12/16,09:34:52,113.030000000,100
US2.AAPL,0,12/12/16,09:34:52,113.030000000,100
US2.AAPL,0,12/12/16,09:34:52,113.030000000,100
US2.AAPL,0,12/12/16,09:34:54,113.010000000,100
US2.AAPL,0,12/12/16,09:34:57,113.010000000,200
US2.AAPL,0,12/12/16,09:34:57,113.010000000,100
US2.AAPL,0,12/12/16,09:34:57,113.010000000,100
US2.AAPL,0,12/12/16,09:34:59,112.990000000,100
US2.AAPL,0,12/12/16,09:35:00,113.000000000,100
US2.AAPL,0,12/12/16,09:35:01,112.970000000,100
US2.AAPL,0,12/12/16,09:35:02,112.970000000,200
US2.AAPL,0,12/12/16,09:35:02,112.970000000,100
US2.AAPL,0,12/12/16,09:35:03,112.980000000,100
US2.AAPL,0,12/12/16,09:35:04,112.980000000,100
US2.AAPL,0,12/12/16,09:35:05,112.980000000,100
US2.AAPL,0,12/12/16,09:35:06,112.980000000,100
US2.AAPL,0,12/12/16,09:35:06,112.980000000,100
US2.AAPL,0,12/12/16,09:35:07,113.000000000,400
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:10,113.000000000,100
US2.AAPL,0,12/12/16,09:35:13,113.010000000,100
US2.AAPL,0,12/12/16,09:35:13,113.010000000,100
US2.AAPL,0,12/12/16,09:35:14,113.000000000,200
US2.AAPL,0,12/12/16,09:35:14,113.000000000,100
US2.AAPL,0,12/12/16,09:35:16,113.000000000,400
US2.AAPL,0,12/12/16,09:35:16,112.990000000,100
US2.AAPL,0,12/12/16,09:35:16,112.990000000,100
US2.AAPL,0,12/12/16,09:35:16,112.990000000,100
US2.AAPL,0,12/12/16,09:35:16,112.990000000,100
US2.AAPL,0,12/12/16,09:35:16,113.000000000,200
US2.AAPL,0,12/12/16,09:35:16,113.000000000,100
US2.AAPL,0,12/12/16,09:35:16,112.990000000,100
US2.AAPL,0,12/12/16,09:35:16,112.990000000,100
US2.AAPL,0,12/12/16,09:35:16,112.970000000,100
US2.AAPL,0,12/12/16,09:35:16,112.970000000,100
US2.AAPL,0,12/12/16,09:35:16,112.970000000,200
US2.AAPL,0,12/12/16,09:35:16,112.970000000,100
US2.AAPL,0,12/12/16,09:35:17,112.970000000,300
US2.AAPL,0,12/12/16,09:35:17,112.980000000,100
US2.AAPL,0,12/12/16,09:35:17,112.980000000,100
US2.AAPL,0,12/12/16,09:35:18,112.980000000,100
US2.AAPL,0,12/12/16,09:35:18,112.950000000,200
US2.AAPL,0,12/12/16,09:35:18,112.950000000,100
US2.AAPL,0,12/12/16,09:35:18,112.950000000,100
US2.AAPL,0,12/12/16,09:35:18,112.950000000,100
US2.AAPL,0,12/12/16,09:35:18,112.940000000,100
US2.AAPL,0,12/12/16,09:35:19,112.940000000,100
US2.AAPL,0,12/12/16,09:35:20,112.950000000,300
US2.AAPL,0,12/12/16,09:35:21,112.970000000,100
US2.AAPL,0,12/12/16,09:35:21,112.970000000,200
US2.AAPL,0,12/12/16,09:35:21,112.970000000,100
US2.AAPL,0,12/12/16,09:35:21,112.970000000,100
